client_id,client_type,first_name,last_name,date_of_birth,gender,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,listing_id,tower_number,transaction_date,unit_category,unit_number,floor_area_sqft,sale_price,listing_status,client_ref,age,country_Australia,country_Belgium,country_Canada,country_Denmark,country_France,country_Germany,country_Mexico,country_Russia,country_Uk,country_Usa,region_Alberta,region_Arizona,region_Baja California,region_Bavaria,region_Berlin,region_British Columbia,region_Brittany,region_Brussels,region_California,region_Capital Region,region_Central Denmark,region_Colorado,region_England,region_Flanders,region_Florida,region_Georgia,region_Hamburg,region_Hesse,region_Ile-De-France,region_Jalisco,region_Kansas,region_Krasnodar Krai,region_Manitoba,region_Mexico City,region_Moscow Oblast,region_Nevada,region_New South Wales,region_New York,region_Normandy,region_North Denmark,region_North Rhine-Westphalia,region_Northern Ireland,region_Novosibirsk,region_Nuevo Leon,region_Occitanie,region_Ohio,region_Ontario,region_Oregon,region_Provence,region_Puebla,region_Quebec,region_Queensland,region_Saint Petersburg,region_Scotland,region_South Australia,region_Southern Denmark,region_Tatarstan,region_Texas,region_Utah,region_Victoria,region_Virginia,region_Wales,region_Wallonia,region_Washington,region_Western Australia,region_Wyoming,region_Zealand,Cluster,KMeans_Cluster,Hierarchical_Cluster
C0292,1,Karen,Watson,1945-12-02,F,0,0.0,No,0,30101,3,06-01-2024,Apartment,9,1125.84,"$353,144.13",Sold,C0292,0.8208955223880596,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0
C0293,1,Ruth,Collins,1993-07-01,F,1,0.75,No,2,130012,13,03-01-2024,Apartment,1,1899.92,"$555,343.32",Sold,C0293,0.10447761194029848,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0294,1,Nicholas,Reyes,,M,0,0.5,Yes,2,70229,7,01-01-2024,Apartment,25,573.8,"$163,464.75",Sold,C0294,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0295,1,Roger,Harris,1967-09-07,M,0,0.5,No,0,110350,11,11-01-2024,Apartment,42,808.59,"$241,210.83",Sold,C0295,0.4925373134328358,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,2,3
C0296,1,Mark,Young,1984-04-06,M,0,0.0,Yes,1,110091,11,02-01-2024,Apartment,10,1519.64,"$449,749.30",Sold,C0296,0.23880597014925375,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0
C0297,1,Julia,Murray,,F,1,1.0,No,0,140227,14,03-01-2024,Apartment,24,1205.25,"$389,395.46",Sold,C0297,0.4477611940298507,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,2
C0298,1,Sarah,Patterson,1972-11-10,F,0,0.5,No,2,90174,9,03-01-2024,Apartment,26,1038.39,"$321,101.26",Sold,C0298,0.417910447761194,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0299,1,Barbara,Davis,1977-05-03,F,0,1.0,No,0,190198,19,01-01-2024,Apartment,24,620.51,"$188,692.55",Sold,C0299,0.34328358208955223,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,2
C0300,1,Zachary,Peterson,1959-04-11,M,0,1.0,Yes,2,100155,10,08-01-2024,Apartment,19,948.04,"$294,620.75",Sold,C0300,0.6119402985074627,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0301,1,Lisa,Alexander,1959-03-02,F,0,0.75,No,0,170176,17,06-01-2024,Apartment,19,1712.06,"$452,486.22",Sold,C0301,0.6119402985074627,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,3,1
C0302,1,Maria,Edwards,,F,1,0.0,No,0,20409,2,07-01-2024,Apartment,47,708.32,"$190,628.71",Sold,C0302,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0
C0303,1,Betty,Owens,1957-07-10,F,1,1.0,Yes,2,90274,9,10-01-2024,Apartment,35,1376.88,"$464,094.48",Sold,C0303,0.6417910447761195,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,3,2
C0304,1,Patrick,Morris,,M,1,0.0,No,0,30117,3,08-01-2024,Apartment,10,784.09,"$211,715.31",Sold,C0304,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0
C0305,1,Emily,Kim,,F,0,0.0,No,2,170414,17,12-01-2024,Apartment,48,1833.96,"$561,574.14",Sold,C0305,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0
C0306,1,Samuel,Foster,1988-04-05,M,0,0.0,No,1,200180,20,03-01-2024,Apartment,19,759.72,"$230,825.85",Sold,C0306,0.17910447761194026,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0
C0307,1,Samuel,Freeman,,M,0,1.0,Yes,1,130302,13,03-01-2024,Office,33,1445.84,"$500,020.84",Sold,C0307,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0308,1,Catherine,Roberts,1972-10-10,F,1,0.75,Yes,0,90408,9,04-01-2024,Apartment,52,1126.02,"$311,089.65",Sold,C0308,0.417910447761194,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
C0309,1,Stephanie,Cox,,F,0,0.75,No,0,50440,5,02-01-2024,Apartment,52,1755.18,"$578,028.54",Sold,C0309,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,2
C0310,1,Edward,Weaver,1992-05-02,M,0,0.5,No,2,30492,3,05-01-2024,Apartment,57,1607.94,"$487,171.09",Sold,C0310,0.11940298507462688,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0311,1,Justin,Anderson,1952-03-09,M,0,0.25,No,2,80083,8,02-01-2024,Apartment,9,1869.81,"$582,311.86",Sold,C0311,0.7164179104477613,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0312,1,Zachary,Cooper,,M,0,0.5,Yes,2,200344,20,05-01-2024,Apartment,37,632.35,"$178,371.29",Sold,C0312,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0313,0,Stratos,Co,1974-04-12,M,0,0.0,No,0,160260,16,08-01-2024,Apartment,31,1336.97,"$467,065.87",Sold,C0313,0.3880597014925373,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0
C0314,1,Andrew,Jones,,M,1,0.75,No,0,50435,5,07-01-2024,Apartment,50,1261.07,"$365,379.52",Sold,C0314,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,2
C0315,1,Michael,Phillips,,M,1,1.0,No,2,80349,8,07-01-2024,Apartment,40,861.57,"$282,263.83",Sold,C0315,0.4477611940298507,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0316,1,Brandon,Martin,,M,1,0.75,Yes,2,130514,13,01-01-2024,Apartment,59,1434.04,"$484,604.41",Sold,C0316,0.4477611940298507,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
C0317,1,Amber,Hansen,,F,1,0.25,Yes,2,170292,17,02-01-2024,Apartment,35,1667.01,"$518,973.54",Sold,C0317,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0318,1,Amy,Peterson,,F,0,1.0,No,2,50104,5,06-01-2024,Apartment,13,791.13,"$257,161.54",Sold,C0318,0.4477611940298507,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0319,0,Zynex,Co,1995-11-12,F,0,1.0,Yes,2,80029,8,04-01-2024,Apartment,4,1934.75,"$614,698.11",Sold,C0319,0.07462686567164178,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1,2
C0320,1,Tyler,Cox,1984-12-01,M,0,0.5,Yes,1,110452,11,01-01-2024,Apartment,52,1397.58,"$418,331.00",Sold,C0320,0.23880597014925375,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2,2,3
C0321,1,Jesse,Cook,1992-01-12,M,1,0.25,No,0,130402,13,03-01-2024,Apartment,45,986.91,"$337,352.78",Sold,C0321,0.11940298507462688,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0322,1,Deborah,Moore,,F,0,0.25,Yes,2,60362,6,06-01-2024,Apartment,41,940.72,"$338,571.79",Sold,C0322,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0323,1,Samantha,Hayes,,F,1,0.25,Yes,2,160034,16,07-01-2024,Apartment,5,749.15,"$223,589.36",Sold,C0323,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0324,1,Raymond,Parker,,M,0,0.75,No,2,160079,16,09-01-2024,Apartment,9,1524.04,"$386,429.67",Sold,C0324,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,2
C0325,1,Maria,Flores,,F,0,1.0,Yes,0,180395,18,01-01-2024,Apartment,45,1627.52,"$488,081.56",Sold,C0325,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0326,1,Daniel,Reed,1958-05-10,M,1,0.75,Yes,0,90332,9,06-01-2024,Apartment,39,1839.34,"$577,426.88",Sold,C0326,0.6268656716417911,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,1
C0327,1,Elizabeth,Ward,1961-07-09,F,0,0.0,No,0,200075,20,06-01-2024,Apartment,10,1714.22,"$530,962.64",Sold,C0327,0.582089552238806,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0
C0328,1,William,Young,,M,0,0.0,Yes,1,30250,3,03-01-2024,Apartment,28,679.93,"$216,148.29",Sold,C0328,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0
C0329,1,Diane,Morales,1998-10-05,F,0,0.5,No,0,100082,10,03-01-2024,Apartment,10,1196.84,"$290,993.55",Sold,C0329,0.02985074626865669,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0330,1,Christian,Richardson,,M,0,0.0,No,2,130096,13,04-01-2024,Apartment,11,1678.3,"$453,899.37",Sold,C0330,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0
C0331,1,Ann,Martin,,F,1,0.5,No,0,20312,2,03-01-2024,Apartment,37,780.46,"$204,935.44",Sold,C0331,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0332,1,Christopher,Price,,M,1,0.5,No,2,150401,15,05-01-2024,Office,50,1841.5,"$487,888.30",Sold,C0332,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2,2,3
C0333,1,Helen,Hall,,F,0,0.5,No,2,120055,12,02-01-2024,Apartment,5,495.04,"$130,153.08",Sold,C0333,0.4477611940298507,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,2,3
C0334,1,Andrew,Roberts,1950-08-01,M,1,0.5,No,0,70151,7,03-01-2024,Apartment,18,703.28,"$196,588.07",Sold,C0334,0.7462686567164178,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,1
C0335,1,Charles,Morris,,M,0,0.75,No,2,70055,7,04-01-2024,Apartment,9,926.11,"$280,803.92",Sold,C0335,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
C0336,1,Karen,Price,,F,1,1.0,No,0,60036,6,03-01-2024,Apartment,4,1925.28,"$627,613.85",Sold,C0336,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0337,1,Nathan,Alexander,,M,0,0.5,Yes,2,120152,12,10-01-2024,Apartment,17,1428.55,"$405,740.25",Sold,C0337,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0338,1,Patrick,Flores,,M,0,1.0,Yes,2,190380,19,02-01-2024,Apartment,43,1697.72,"$539,440.64",Sold,C0338,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0339,1,Keith,King,1963-10-05,M,1,1.0,No,0,80162,8,02-01-2024,Apartment,21,1501.64,"$468,640.92",Sold,C0339,0.5522388059701492,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,1,2
C0340,1,Daniel,Garcia,,M,1,0.25,No,0,150286,15,06-01-2024,Apartment,34,1304.22,"$376,325.86",Sold,C0340,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0341,1,Carl,Chavez,1982-11-10,M,1,0.75,No,0,80130,8,03-01-2024,Apartment,15,534.85,"$154,353.28",Sold,C0341,0.26865671641791045,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0342,1,Kevin,Hughes,,M,1,0.25,No,1,160021,16,07-01-2024,Apartment,4,1561.55,"$545,582.64",Sold,C0342,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0343,1,Joyce,Thompson,,F,0,0.25,No,2,190054,19,02-01-2024,Apartment,8,974.77,"$309,910.82",Sold,C0343,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0344,1,Joshua,Jackson,,M,0,0.25,Yes,2,10178,1,04-01-2025,Apartment,22,740.83,"$223,568.77",Sold,C0344,0.4477611940298507,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0345,1,Stephanie,Hall,,F,0,0.75,Yes,2,110511,11,03-01-2024,Apartment,61,1299.46,"$416,775.71",Sold,C0345,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
C0346,1,Amy,Nelson,1963-06-02,F,0,1.0,No,0,120083,12,03-01-2024,Apartment,10,1642.26,"$440,939.43",Sold,C0346,0.5522388059701492,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0347,1,Mark,Reyes,,M,0,0.5,Yes,2,120230,12,05-01-2024,Office,24,1306.75,"$456,133.00",Sold,C0347,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,2,3
C0348,1,Jack,Pierce,,M,1,1.0,Yes,0,200323,20,12-01-2024,Apartment,36,1484.99,"$467,621.17",Sold,C0348,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0349,1,Paul,Jackson,,M,0,0.25,Yes,0,90483,9,02-01-2024,Apartment,58,838.34,"$278,010.89",Sold,C0349,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0350,1,Richard,Jones,1992-12-11,M,0,0.25,No,0,150361,15,07-01-2024,Apartment,44,1713.09,"$501,574.06",Sold,C0350,0.11940298507462688,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0351,1,Michelle,Watson,,F,0,1.0,No,0,120332,12,01-01-2025,Apartment,35,1690.62,"$536,210.24",Sold,C0351,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
